Id,CustomerId,EmployeeId,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,StatusId
10423,GOURL,6,2018-08-23,2018-09-06,2018-09-24,3,19,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil,1
10424,MEREP,7,2018-08-23,2018-09-20,2018-08-27,2,45,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,1
10425,LAMAI,6,2018-08-24,2018-09-21,2018-09-14,2,18,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,3
10426,GALED,4,2018-08-27,2018-09-24,2018-09-06,1,13,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain,1
10427,PICCO,4,2018-08-27,2018-09-24,2018-10-03,2,19,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,2
10428,REGGC,7,2018-08-28,2018-09-25,2018-09-04,1,15,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy,1
10429,HUNGO,3,2018-08-29,2018-10-12,2018-09-07,2,29,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,1
10430,ERNSH,4,2018-08-30,2018-09-13,2018-09-03,1,59,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,2
10431,BOTTM,4,2018-08-30,2018-09-13,2018-09-07,2,43,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,0
10432,SPLIR,3,2018-08-31,2018-09-14,2018-09-07,2,23,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA,1
10433,PRINI,3,2018-09-03,2018-10-03,2018-10-04,3,17,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal,0
10434,FOLKO,3,2018-09-03,2018-10-03,2018-09-13,2,16,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,2
10435,CONSH,8,2018-09-04,2018-10-18,2018-09-07,2,18,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK,2
10436,BLONP,3,2018-09-05,2018-10-05,2018-09-11,2,35,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,0
10437,WARTH,8,2018-09-05,2018-10-05,2018-09-12,1,14,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,0
10438,TOMSP,3,2018-09-06,2018-10-06,2018-09-14,2,23,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany,0
10439,MEREP,6,2018-09-07,2018-10-07,2018-09-10,3,27,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,3
10440,SAVEA,4,2018-09-10,2018-10-10,2018-09-28,2,62,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,2
10441,OLDWO,3,2018-09-10,2018-10-24,2018-10-14,2,23,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA,1
10442,ERNSH,3,2018-09-11,2018-10-11,2018-09-18,2,53,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,0
10443,REGGC,8,2018-09-12,2018-10-12,2018-09-14,1,15,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy,3
10444,BERGS,3,2018-09-12,2018-10-12,2018-09-21,3,26,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,0
10445,BERGS,3,2018-09-13,2018-10-13,2018-09-20,1,15,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,1
10446,TOMSP,6,2018-09-14,2018-10-14,2018-09-19,1,23,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany,2
10447,RICAR,4,2018-09-14,2018-10-14,2018-10-07,2,29,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,0
10448,RANCH,4,2018-09-17,2018-10-17,2018-09-24,2,17,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina,1
10449,BLONP,3,2018-09-18,2018-10-18,2018-09-27,2,27,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,1
10450,VICTE,8,2018-09-19,2018-10-19,2018-10-11,2,17,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France,2
10451,QUICK,4,2018-09-19,2018-10-05,2018-10-12,3,70,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,1
10452,SAVEA,8,2018-09-20,2018-10-20,2018-09-26,1,39,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,3
10453,AROUT,1,2018-09-21,2018-10-21,2018-09-26,2,20,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,1
10454,LAMAI,4,2018-09-21,2018-10-21,2018-09-25,3,23,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,2
10455,WARTH,8,2018-09-24,2018-11-07,2018-10-03,2,41,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,3
10456,KOENE,8,2018-09-25,2018-11-08,2018-09-28,2,25,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,3
10457,KOENE,2,2018-09-25,2018-10-25,2018-10-03,1,19,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,0
10458,SUPRD,7,2018-09-26,2018-10-26,2018-10-04,3,46,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium,3
10459,VICTE,4,2018-09-27,2018-10-27,2018-09-28,2,29,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France,2
10460,FOLKO,8,2018-09-28,2018-10-28,2018-10-03,1,16,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,1
10461,LILAS,1,2018-09-28,2018-10-28,2018-10-05,3,42,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,1
10462,CONSH,2,2018-10-03,2018-10-31,2018-10-18,1,16,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK,2
10463,SUPRD,5,2018-10-04,2018-11-01,2018-10-06,3,28,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium,0
10464,FURIB,4,2018-10-04,2018-11-01,2018-10-14,2,27,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal,2
10465,VAFFE,1,2018-10-05,2018-11-02,2018-10-14,3,40,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,0
10466,COMMI,4,2018-10-06,2018-11-03,2018-10-13,1,14,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil,2
10467,MAGAA,8,2018-10-06,2018-11-03,2018-10-11,2,20,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy,2
10468,KOENE,3,2018-10-07,2018-11-04,2018-10-12,3,16,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,3
10469,WHITC,1,2018-10-10,2018-11-07,2018-10-14,1,29,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,1
10470,BONAP,4,2018-10-11,2018-11-08,2018-10-14,2,23,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France,2
10471,BSBEV,2,2018-10-11,2018-11-08,2018-10-18,3,23,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,1
10472,SEVES,8,2018-10-12,2018-11-09,2018-10-19,1,35,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK,0
10473,ISLAT,1,2018-10-13,2018-10-27,2018-10-21,3,16,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK,2
10474,PERIC,5,2018-10-13,2018-11-10,2018-10-21,2,25,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,05033,Mexico,2
10475,SUPRD,9,2018-10-14,2018-11-11,2018-11-04,1,44,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium,3
10476,HILAA,8,2018-10-17,2018-11-14,2018-10-24,3,14,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,0
10477,PRINI,5,2018-10-17,2018-11-14,2018-10-25,2,24,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal,3
10478,VICTE,2,2018-10-18,2018-11-01,2018-10-26,3,15,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France,0
10479,RATTC,3,2018-10-19,2018-11-16,2018-10-21,3,47,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,2
10480,FOLIG,6,2018-10-20,2018-11-17,2018-10-24,2,21,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France,1
10481,RICAR,8,2018-10-20,2018-11-17,2018-10-25,2,26,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,1
10482,LAZYK,1,2018-10-21,2018-11-18,2018-11-10,3,13,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA,2
10483,WHITC,7,2018-10-24,2018-11-21,2018-11-25,2,26,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,1
10484,BSBEV,3,2018-10-24,2018-11-21,2018-11-01,3,17,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,3
10485,LINOD,4,2018-10-25,2018-11-08,2018-10-31,2,43,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela,3
10486,HILAA,1,2018-10-26,2018-11-23,2018-11-02,2,22,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,2
10487,QUEE,2,2018-10-26,2018-11-23,2018-10-28,2,25,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,1
10488,FRANK,8,2018-10-27,2018-11-24,2018-11-02,2,23,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,1
10489,PICCO,6,2018-10-28,2018-11-25,2018-11-09,2,18,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,0
10490,HILAA,7,2018-10-31,2018-11-28,2018-11-03,2,42,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,2
10491,FURIB,8,2018-10-31,2018-11-28,2018-11-08,3,16,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal,1
10492,BOTTM,3,2018-11-01,2018-11-29,2018-11-11,1,30,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,2
10493,LAMAI,4,2018-11-02,2018-11-30,2018-11-10,3,19,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,2
10494,COMMI,4,2018-11-02,2018-11-30,2018-11-09,2,18,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil,3
10495,LAUGB,3,2018-11-03,2018-12-01,2018-11-11,3,19,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada,2
10496,TRADH,7,2018-11-04,2018-12-02,2018-11-07,2,15,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil,0
10497,LEHMS,7,2018-11-04,2018-12-02,2018-11-07,1,26,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,1
10498,HILAA,8,2018-11-07,2018-12-05,2018-11-11,2,22,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,2
10499,LILAS,4,2018-11-08,2018-12-06,2018-11-16,2,21,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,1
10500,LAMAI,6,2018-11-09,2018-12-07,2018-11-17,1,15,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,0
10501,BLAUS,9,2018-11-09,2018-12-07,2018-11-16,3,15,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany,0
10502,PERIC,2,2018-11-10,2018-12-08,2018-11-29,1,24,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,05033,Mexico,3
10503,HUNGO,6,2018-11-11,2018-12-09,2018-11-16,2,33,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,2
10504,WHITC,4,2018-11-11,2018-12-09,2018-11-18,3,25,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,2
10505,MEREP,3,2018-11-14,2018-12-12,2018-11-21,3,11,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,1
10506,KOENE,9,2018-11-15,2018-12-13,2018-12-02,2,18,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,0
10507,ANTO,7,2018-11-15,2018-12-13,2018-11-22,1,18,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico,1
10508,OTTIK,1,2018-11-16,2018-12-14,2018-12-13,2,15,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,2
10509,BLAUS,4,2018-11-17,2018-12-15,2018-11-29,1,11,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany,3
10510,SAVEA,6,2018-11-18,2018-12-16,2018-11-28,3,28,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,2
10511,BONAP,4,2018-11-18,2018-12-16,2018-11-21,3,38,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France,3
10512,FAMIA,7,2018-11-21,2018-12-19,2018-11-24,2,19,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil,1
10513,WANDK,7,2018-11-22,2019-01-03,2018-11-28,1,36,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany,3
10514,ERNSH,3,2018-11-22,2018-12-20,2018-12-16,2,68,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,3
10515,QUICK,2,2018-11-23,2018-12-07,2018-12-23,1,82,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,1
10516,HUNGO,2,2018-11-24,2018-12-22,2018-12-01,3,41,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,0
10517,NORTS,3,2018-11-24,2018-12-22,2018-11-29,3,14,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK,2
10518,TORTU,4,2018-11-25,2018-12-09,2018-12-05,2,17,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico,3
10519,CHOPS,6,2018-11-28,2018-12-26,2018-12-01,3,27,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland,0
10520,SANTG,7,2018-11-29,2018-12-27,2018-12-01,1,13,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway,3
10521,CACTU,8,2018-11-29,2018-12-27,2018-12-02,2,15,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina,1
10522,LEHMS,4,2018-11-30,2018-12-28,2018-12-06,1,37,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,1
10523,SEVES,7,2018-12-01,2018-12-29,2018-12-30,2,26,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK,0
10524,BERGS,1,2018-12-01,2018-12-29,2018-12-07,2,32,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,2
10525,BONAP,1,2018-12-02,2018-12-30,2018-12-23,2,21,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France,3
10526,WARTH,4,2018-12-05,2019-01-02,2018-12-15,2,22,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,0
10527,QUICK,7,2018-12-05,2019-01-02,2018-12-07,1,30,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,0
10528,GREAL,6,2018-12-06,2018-12-20,2018-12-09,2,15,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA,2
10529,MAISD,5,2018-12-07,2019-01-04,2018-12-09,2,21,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium,3
10530,PICCO,3,2018-12-08,2019-01-05,2018-12-12,2,44,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,1
10531,OCEA,7,2018-12-08,2019-01-05,2018-12-19,1,11,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina,0
10532,EASTC,7,2018-12-09,2019-01-06,2018-12-12,3,20,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK,0
10533,FOLKO,8,2018-12-12,2019-01-09,2018-12-22,1,35,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,2
10534,LEHMS,8,2018-12-12,2019-01-09,2018-12-14,2,18,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,0
10535,ANTO,4,2018-12-13,2019-01-10,2018-12-21,1,30,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico,2
10536,LEHMS,3,2018-12-14,2019-01-11,2019-01-06,2,35,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,2
10537,RICSU,1,2018-12-14,2018-12-28,2018-12-19,1,32,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,2
10538,BSBEV,9,2018-12-15,2019-01-12,2018-12-16,3,12,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,3
10539,BSBEV,6,2018-12-16,2019-01-13,2018-12-23,3,21,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,2
10540,QUICK,3,2018-12-19,2019-01-16,2019-01-13,3,51,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,1
10541,HANAR,2,2018-12-19,2019-01-16,2018-12-29,1,31,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,0
10542,KOENE,1,2018-12-20,2019-01-17,2018-12-26,3,20,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,2
10543,LILAS,8,2018-12-21,2019-01-18,2018-12-23,2,35,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,3
10544,LONEP,4,2018-12-21,2019-01-18,2018-12-30,1,14,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA,2
10545,LAZYK,8,2018-12-22,2019-01-19,2019-01-26,2,13,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA,1
10546,VICTE,1,2018-12-23,2019-01-20,2018-12-27,3,30,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France,1
10547,SEVES,3,2018-12-23,2019-01-20,2019-01-02,2,31,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK,2
10548,TOMSP,3,2018-12-26,2019-01-23,2019-01-02,2,16,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany,1
10549,QUICK,5,2018-12-27,2019-01-10,2018-12-30,1,61,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,2
10550,GODOS,7,2018-12-28,2019-01-25,2019-01-06,3,19,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain,2
10551,FURIB,4,2018-12-28,2019-02-09,2019-01-06,3,35,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal,3
10552,HILAA,2,2018-12-29,2019-01-26,2019-01-05,1,22,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,0
10553,WARTH,2,2018-12-30,2019-01-27,2019-01-03,2,32,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,3
10554,OTTIK,4,2018-12-30,2019-01-27,2019-01-05,3,30,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,2
10555,SAVEA,6,2019-01-02,2019-01-30,2019-01-04,3,46,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,3
10556,SIMOB,2,2019-01-03,2019-02-15,2019-01-13,1,16,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark,3
10557,LEHMS,9,2019-01-03,2019-01-17,2019-01-06,2,23,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,3
10558,AROUT,1,2019-01-04,2019-02-02,2019-01-10,2,34,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,3
10559,BLONP,6,2019-01-05,2019-02-03,2019-01-13,1,18,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,1
10560,FRANK,8,2019-01-06,2019-02-04,2019-01-09,1,19,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,0
10561,FOLKO,2,2019-01-06,2019-02-04,2019-01-09,2,25,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,3
10562,REGGC,1,2019-01-09,2019-02-07,2019-01-12,1,18,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy,2
10563,RICAR,2,2019-01-10,2019-02-22,2019-01-24,2,34,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,0
10564,RATTC,4,2019-01-10,2019-02-08,2019-01-16,3,22,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,1
10565,MEREP,8,2019-01-11,2019-02-09,2019-01-18,2,21,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,1
10566,BLONP,9,2019-01-12,2019-02-10,2019-01-18,1,26,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,2
10567,HUNGO,1,2019-01-12,2019-02-10,2019-01-17,1,36,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,3
10568,GALED,3,2019-01-13,2019-02-11,2019-02-09,3,11,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain,0
10569,RATTC,5,2019-01-16,2019-02-14,2019-02-11,1,26,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,1
10570,MEREP,3,2019-01-17,2019-02-15,2019-01-19,3,29,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,1
10571,ERNSH,8,2019-01-17,2019-02-28,2019-02-04,3,20,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,3
10572,BERGS,3,2019-01-18,2019-02-16,2019-01-25,2,32,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,1
10573,ANTO,7,2019-01-19,2019-02-17,2019-01-20,3,31,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico,3
10574,TRAIH,4,2019-01-19,2019-02-17,2019-01-30,2,18,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA,0
10575,MORGK,5,2019-01-20,2019-02-04,2019-01-30,1,25,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,04179,Germany,0
10576,TORTU,3,2019-01-23,2019-02-07,2019-01-30,3,23,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico,0
10577,TRAIH,9,2019-01-23,2019-03-04,2019-01-30,2,22,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA,1
10578,BSBEV,4,2019-01-24,2019-02-22,2019-02-25,3,17,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,3
10579,LETSS,1,2019-01-25,2019-02-23,2019-02-04,2,18,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA,1
10580,OTTIK,4,2019-01-26,2019-02-24,2019-02-01,3,24,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,3
10581,FAMIA,3,2019-01-26,2019-02-24,2019-02-02,1,23,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil,0
10582,BLAUS,3,2019-01-27,2019-02-25,2019-02-14,2,15,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany,3
10583,WARTH,2,2019-01-30,2019-02-28,2019-02-04,2,21,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,0
10584,BLONP,4,2019-01-30,2019-02-28,2019-02-04,1,23,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,2
10585,WELLI,7,2019-02-01,2019-02-28,2019-02-10,1,14,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil,3
10586,REGGC,9,2019-02-02,2019-02-28,2019-02-09,1,11,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy,0
10587,QUEDE,1,2019-02-02,2019-02-28,2019-02-09,1,22,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil,3
10588,QUICK,2,2019-02-03,2019-02-28,2019-02-10,3,45,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,2
10589,GREAL,8,2019-02-04,2019-03-01,2019-02-14,2,11,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA,1
10590,MEREP,4,2019-02-07,2019-03-04,2019-02-14,3,30,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,1
10591,VAFFE,1,2019-02-07,2019-02-21,2019-02-16,1,29,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,3
10592,LEHMS,3,2019-02-08,2019-03-05,2019-02-16,1,18,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,2
